id,name,domain,direction,subdirection,type,hours_min,hours_avg,hours_max,market_min,market_avg,market_max,specialists_raw,roles_model,blend_rate_cost,primary_role,primary_rate_cost,cost_min,cost_avg,cost_max,impro_price_min,impro_price_avg,impro_price_premium,margin_risk,implied_margin_at_market_avg,implied_margin_at_impro_avg
IT-080,Обновление CMS/плагинов (плановое),it,Поддержка,Обновления,Разовая,3,8,20,8000,20000,50000,CMS-разработчик,FE(100%)+PM_cost(15%),1785,FE,2100,6158,16422,41055,8797,26487,74645,NO,17.9,38.0
IT-081,Исправление битых ссылок / редиректы (пакет),it,Поддержка,Ссылки,Разовая,3,8,20,5000,15000,40000,SEO-tech / CMS-разработчик,SEO(100%)+PM_cost(10%),1217,SEO,1432,4017,10711,26778,5739,17276,50000,NO,28.6,38.0
IT-082,Адаптивные правки mobile (пакет багов),it,Mobile light,Адаптив,Разовая,4,12,28,8000,25000,55000,Frontend-верстальщик,FE(100%)+PM_cost(10%),1785,FE,2100,7854,23562,54978,11220,38003,99960,NO,5.8,38.0
IT-083,PWA basic (manifest + service worker light),it,Mobile light,PWA,Проектная,8,20,45,20000,50000,100000,Frontend-разработчик,FE(100%)+PM_cost(10%),1785,FE,2100,15708,39270,88358,22440,63339,160651,NO,21.5,38.0
IT-084,Touch-оптимизация форм и CTA на mobile,it,Mobile light,Touch UX,Разовая,4,10,22,8000,20000,45000,"Frontend, UX",FE(100%)+PM_cost(10%),1785,FE,2100,7854,19635,43197,11220,31669,78540,NO,1.8,38.0
IT-085,AMP / быстрая мобильная страница (если применимо) или mobile landing light,it,Mobile light,Mobile landing,Разовая,6,14,30,10000,30000,65000,Frontend / Tilda-специалист,FE(100%)+PM_cost(10%),1785,FE,2100,11781,27489,58905,16830,44337,107100,NO,8.4,38.0
IT-086,Базовый security-аудит сайта (light),it,Безопасность / ПДн,Аудит,Разовая,8,20,45,25000,60000,150000,Security-инженер light / DevOps senior,DEVOPS(100%)+PM_cost(10%),2082,DEVOPS,2450,18326,45815,103084,26180,73895,187500,NO,23.6,38.0
IT-087,Форма согласия на обработку ПДн (152-ФЗ) на сайте,it,Безопасность / ПДн,Согласия,Разовая,3,8,16,5000,15000,35000,"Frontend/CMS, юрист-консультант (опц.)",BA(44%)+FE(56%)+PM_cost(10%),2178,BA,3150,7186,19164,38328,10266,30910,69687,YES,-27.8,38.0
IT-088,Страница политики ПДн / cookies (публикация),it,Безопасность / ПДн,Документы,Разовая,2,6,14,4000,12000,25000,"Контент/CMS, юрист (опц.)",CONTENT(100%)+PM_cost(10%),1074,CONTENT,1264,2364,7091,16546,3600,12600,31250,NO,40.9,43.7
IT-089,Cookie-баннер / управление согласиями (light),it,Безопасность / ПДн,Cookies,Разовая,4,10,24,8000,22000,50000,"Frontend, аналитик",FE(54%)+ANALYTICS(46%)+PM_cost(10%),1840,FE,2100,8096,20239,48574,11566,32644,88316,NO,8.0,38.0
IT-090,Усиление базовой защиты CMS (hardening light),it,Безопасность / ПДн,Hardening,Разовая,4,12,28,10000,30000,70000,"CMS-разработчик, DevOps",DEVOPS(100%)+PM_cost(10%),2082,DEVOPS,2450,9163,27489,64141,13090,44337,116620,NO,8.4,38.0
C-001,Экспресс-диагностика бизнеса,consulting,Диагностика бизнеса,Экспресс-аудит,Разовая,12,24,40,35000,80000,150000,"Бизнес-консультант, аналитик (частично)",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,30016,60032,100053,42880,96826,187500,NO,25.0,38.0
C-002,Полный бизнес-аудит,consulting,Диагностика бизнеса,Комплексный аудит,Проектная,60,120,240,150000,350000,800000,"Партнёр-консультант, бизнес-аналитик, финансовый консультант",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,150080,300159,600319,214400,484127,1091489,NO,14.2,38.0
C-003,Аудит бизнес-процессов,consulting,Диагностика бизнеса,Процессы,Проектная,40,80,160,80000,180000,350000,"Бизнес-аналитик, процессный консультант",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,100053,200106,400213,142933,322752,727660,YES,-11.2,38.0
C-004,Диагностика оргструктуры,consulting,Диагностика бизнеса,Оргструктура,Проектная,32,64,120,70000,160000,300000,"Оргконсультант, HR-консультант (частично)",BA(100%)+PM_cost(10%),2678,BA,3150,94248,188496,353430,134640,304026,642600,YES,-17.8,38.0
C-005,Аудит клиентского опыта (CX),consulting,Диагностика бизнеса,Customer Experience,Проектная,40,80,140,90000,200000,400000,"CX-консультант, UX-исследователь (частично)",BA(52%)+UX(48%)+PM_cost(10%),2394,BA,3150,105343,210687,368702,150490,339818,670367,YES,-5.3,38.0
C-006,Диагностика воронки продаж,consulting,Диагностика бизнеса,Продажи / воронка,Разовая,16,32,56,45000,100000,200000,"Консультант по продажам, аналитик CRM",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,40021,80043,140074,57173,129102,254680,NO,20.0,38.0
C-007,Аудит операционной эффективности,consulting,Диагностика бизнеса,Операции,Проектная,48,96,180,100000,220000,450000,"Операционный консультант, аналитик",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,120064,240128,450239,171520,387303,818616,YES,-9.1,38.0
C-008,Диагностика зрелости управления,consulting,Диагностика бизнеса,Управленческая зрелость,Разовая,20,40,72,60000,130000,250000,"Партнёр-консультант, оргконсультант",BA(100%)+PM_cost(10%),2678,BA,3150,58905,117810,212058,84150,190016,385560,NO,9.4,38.0
C-009,Анализ рынка и ёмкости (TAM/SAM/SOM),consulting,Исследования и конкуренты,Рыночный анализ,Проектная,40,80,160,80000,180000,400000,"Маркетинговый исследователь, стратег",STRATEGIST(52%)+UX(48%)+PM_cost(10%),2283,STRATEGIST,2900,100446,200891,401783,143494,324018,730515,YES,-11.6,38.0
C-010,Конкурентный анализ (benchmark),consulting,Исследования и конкуренты,Конкуренты,Проектная,32,64,120,70000,150000,300000,"Стратег, маркетинговый аналитик",STRATEGIST(48%)+ANALYTICS(52%)+PM_cost(10%),2172,STRATEGIST,2900,76465,152930,286744,109236,246661,521353,NO,-2.0,38.0
C-011,Mystery shopping конкурентов,consulting,Исследования и конкуренты,Mystery shopping,Проектная,24,48,96,50000,120000,250000,"Исследователь, тайный покупатель(и), аналитик",UX(45%)+ANALYTICS(55%)+PM_cost(10%),1985,UX,2450,52408,104815,209630,74869,169056,381145,NO,12.7,38.0
C-012,Кабинетное исследование ниши,consulting,Исследования и конкуренты,Desk research,Разовая,16,32,56,40000,90000,180000,Маркетинговый исследователь,UX(100%)+PM_cost(10%),2082,UX,2450,36652,73304,128282,52360,118232,233240,NO,18.6,38.0
C-013,CustDev / глубинные интервью клиентов,consulting,Исследования и конкуренты,CustDev,Проектная,40,80,140,80000,180000,350000,"CustDev-исследователь, стратег (синтез)",STRATEGIST(52%)+UX(48%)+PM_cost(10%),2283,STRATEGIST,2900,100446,200891,351560,143494,324018,639200,YES,-11.6,38.0
C-014,Анализ ценовых стратегий конкурентов,consulting,Исследования и конкуренты,Ценообразование,Разовая,20,40,72,50000,110000,220000,"Стратег, ценовой аналитик",STRATEGIST(48%)+ANALYTICS(52%)+PM_cost(10%),2172,STRATEGIST,2900,47791,95581,172047,68273,154163,312813,NO,13.1,38.0
C-015,Карта конкурентного поля (positioning map),consulting,Исследования и конкуренты,Позиционирование рынка,Разовая,16,32,56,45000,100000,200000,"Бренд-стратег, исследователь",BRAND(32%)+STRATEGIST(35%)+UX(32%)+PM_cost(10%),2479,BRAND,3400,43625,87251,152689,62321,140727,277616,NO,12.7,38.0
C-016,Трендвотчинг и отраслевой обзор,consulting,Исследования и конкуренты,Тренды,Разовая,24,48,80,60000,130000,250000,"Стратег, отраслевой аналитик",STRATEGIST(48%)+ANALYTICS(52%)+PM_cost(10%),2172,STRATEGIST,2900,57349,114698,191163,81927,184997,347569,NO,11.8,38.0
C-017,Разработка позиционирования,consulting,Позиционирование и бренд-стратегия,Позиционирование,Проектная,40,80,140,150000,300000,550000,"Бренд-стратег, копирайтер-стратег",BRAND(29%)+STRATEGIST(31%)+CONTENT(40%)+PM_cost(10%),2030,BRAND,3400,89328,178657,312649,135000,315000,687500,NO,40.4,43.3
C-018,Value Proposition Canvas,consulting,Позиционирование и бренд-стратегия,Ценностное предложение,Разовая,12,24,40,40000,90000,180000,"Бренд-стратег / продукт-стратег, фасилитатор",BRAND(48%)+STRATEGIST(52%)+PM_cost(10%),2667,BRAND,3400,35209,70419,117365,50299,113579,225000,NO,21.8,38.0
C-019,Бренд-платформа,consulting,Позиционирование и бренд-стратегия,Бренд-платформа,Проектная,48,96,160,180000,350000,650000,"Бренд-стратег, копирайтер",BRAND(29%)+STRATEGIST(31%)+CONTENT(40%)+PM_cost(10%),2030,BRAND,3400,107194,214388,357313,162000,367500,812500,NO,38.7,41.7
C-020,Сегментация и портреты ЦА,consulting,Позиционирование и бренд-стратегия,Сегментация,Проектная,32,64,120,90000,200000,400000,"Стратег, исследователь, аналитик CRM",STRATEGIST(33%)+UX(30%)+ANALYTICS(36%)+PM_cost(10%),2145,STRATEGIST,2900,75507,151014,283152,107867,243571,514822,NO,24.5,38.0
C-021,Нейминг-стратегия и генерация названий,consulting,Позиционирование и бренд-стратегия,Нейминг,Проектная,30,60,100,80000,180000,350000,"Неймер, бренд-стратег",BRAND(48%)+STRATEGIST(52%)+PM_cost(10%),2667,BRAND,3400,88024,176047,293412,125749,283947,533476,NO,2.2,38.0
C-022,Бренд-архитектура портфеля,consulting,Позиционирование и бренд-стратегия,Бренд-архитектура,Проектная,40,80,140,150000,320000,600000,"Бренд-стратег, портфельный консультант",BRAND(31%)+STRATEGIST(34%)+BA(34%)+PM_cost(10%),2671,BRAND,3400,117518,235036,411312,167883,379090,750000,NO,26.6,38.0
C-023,Репозиционирование бренда,consulting,Позиционирование и бренд-стратегия,Репозиционирование,Проектная,50,100,180,200000,400000,750000,"Бренд-стратег, исследователь",BRAND(32%)+STRATEGIST(35%)+UX(32%)+PM_cost(10%),2479,BRAND,3400,136329,272658,490785,194756,439771,937500,NO,31.8,38.0
C-024,Коммуникационная платформа бренда,consulting,Позиционирование и бренд-стратегия,Коммуникации,Проектная,36,72,120,120000,250000,450000,"Бренд-стратег, коммуникационный стратег, копирайтер",BRAND(29%)+STRATEGIST(31%)+CONTENT(40%)+PM_cost(10%),2030,BRAND,3400,80395,160791,267985,114850,262500,562500,NO,35.7,38.7
C-025,Маркетинговая стратегия на год,consulting,Маркетинговая стратегия,Годовая стратегия,Проектная,60,120,220,200000,400000,800000,"Маркетинг-стратег, аналитик",STRATEGIST(48%)+ANALYTICS(52%)+PM_cost(10%),2172,STRATEGIST,2900,143372,286744,525698,204817,462490,1000000,NO,28.3,38.0
C-026,Go-to-market стратегия,consulting,Маркетинговая стратегия,GTM,Проектная,48,96,160,180000,350000,700000,"GTM-стратег, продукт-маркетолог",STRATEGIST(100%)+PM_cost(10%),2465,STRATEGIST,2900,130152,260304,433840,185931,419845,875000,NO,25.6,38.0
C-027,Стратегия каналов привлечения,consulting,Маркетинговая стратегия,Каналы,Проектная,36,72,120,120000,250000,450000,"Маркетинг-стратег, performance-аналитик",STRATEGIST(48%)+ANALYTICS(52%)+PM_cost(10%),2172,STRATEGIST,2900,86023,172047,286744,122890,277495,562500,NO,31.2,38.0
C-028,Контент-стратегия,consulting,Маркетинговая стратегия,Контент,Проектная,32,64,110,100000,220000,400000,"Контент-стратег, редактор",STRATEGIST(44%)+CONTENT(56%)+PM_cost(10%),1686,STRATEGIST,2900,59356,118713,204038,90000,231000,500000,NO,46.0,48.6
C-029,Стратегия запуска продукта,consulting,Маркетинговая стратегия,Launch,Проектная,40,80,140,150000,300000,550000,"Product marketing менеджер/консультант, маркетинг-стратег",STRATEGIST(50%)+BA(50%)+PM_cost(10%),2571,STRATEGIST,2900,113135,226270,395973,161621,364952,719951,NO,24.6,38.0
C-030,Стратегия удержания и LTV,consulting,Маркетинговая стратегия,Retention / LTV,Проектная,40,80,140,120000,260000,480000,"CRM/retention-стратег, аналитик",STRATEGIST(48%)+ANALYTICS(52%)+PM_cost(10%),2172,STRATEGIST,2900,95581,191163,334535,136544,308327,608245,NO,26.5,38.0
C-031,Медиастратегия (media mix),consulting,Маркетинговая стратегия,Медиа,Проектная,28,56,100,100000,220000,400000,"Медиастратег, performance-стратег",STRATEGIST(100%)+PM_cost(10%),2465,STRATEGIST,2900,75922,151844,271150,108460,244910,500000,NO,31.0,38.0
C-032,Стратегия роста (growth strategy),consulting,Маркетинговая стратегия,Growth,Проектная,50,100,180,180000,380000,700000,"Growth-стратег, аналитик",STRATEGIST(48%)+ANALYTICS(52%)+PM_cost(10%),2172,STRATEGIST,2900,119477,238953,430116,170681,399000,875000,NO,37.1,40.1
C-033,Модель юнит-экономики,consulting,Юнит-экономика и финансы,Unit-экономика,Проектная,24,48,96,50000,120000,250000,"Финансовый моделист, бизнес-аналитик",ANALYTICS(100%)+PM_cost(10%),1904,ANALYTICS,2240,50266,100531,201062,71809,162147,365567,NO,16.2,38.0
C-034,Финансовая модель P&L,consulting,Юнит-экономика и финансы,Финмодель,Проектная,32,64,120,80000,160000,300000,"Финансовый консультант, моделист",BA(100%)+PM_cost(10%),2678,BA,3150,94248,188496,353430,134640,304026,642600,YES,-17.8,38.0
C-035,Юнит-экономика каналов привлечения,consulting,Юнит-экономика и финансы,Канальный CAC,Разовая,16,32,56,45000,100000,200000,"Маркетинг-аналитик, финансовый аналитик",ANALYTICS(100%)+PM_cost(10%),1904,ANALYTICS,2240,33510,67021,117286,47871,108098,250000,NO,33.0,38.0
C-036,Ценообразование и тарифная сетка,consulting,Юнит-экономика и финансы,Pricing,Проектная,28,56,100,70000,150000,280000,"Pricing-консультант, финансовый аналитик, стратег",STRATEGIST(32%)+BA(32%)+ANALYTICS(35%)+PM_cost(10%),2336,STRATEGIST,2900,71941,143882,256933,102773,232068,467151,NO,4.1,38.0
C-037,Анализ маржинальности продуктов,consulting,Юнит-экономика и финансы,Маржинальность,Разовая,20,40,80,50000,110000,220000,"Финансовый аналитик, категорийный консультант",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,50027,100053,200106,71467,161376,363829,NO,9.0,38.0
C-038,Сценарное моделирование cash flow,consulting,Юнит-экономика и финансы,Денежный поток,Проектная,24,48,90,60000,140000,250000,"Финансовый консультант, моделист",BA(100%)+PM_cost(10%),2678,BA,3150,70686,141372,265072,100980,228019,481949,NO,-1.0,38.0
C-039,Аудит отдела продаж,consulting,Продажи и CRM-процессы,Аудит продаж,Проектная,32,64,120,80000,180000,350000,"Консультант по продажам, РОП-практик",BA(100%)+PM_cost(10%),2678,BA,3150,94248,188496,353430,134640,304026,642600,YES,-4.7,38.0
C-040,Построение воронки продаж,consulting,Продажи и CRM-процессы,Воронка,Проектная,24,48,80,60000,140000,250000,"Консультант по продажам, CRM-аналитик",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,60032,120064,200106,85760,193652,363829,NO,14.2,38.0
C-041,Проектирование CRM-процессов,consulting,Продажи и CRM-процессы,CRM-процессы,Проектная,32,64,120,70000,160000,300000,"CRM-консультант, бизнес-аналитик",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,80043,160085,300159,114347,258202,545744,NO,-0.1,38.0
C-042,Скрипты и playbooks продаж,consulting,Продажи и CRM-процессы,Playbooks,Проектная,28,56,100,60000,140000,280000,"Тренер продаж / консультант, копирайтер-скриптов",BA(44%)+CONTENT(56%)+PM_cost(10%),1780,BA,3150,54817,109633,195774,78310,176827,355953,NO,21.7,38.0
C-043,KPI и мотивация продавцов,consulting,Продажи и CRM-процессы,Мотивация,Проектная,24,48,80,70000,150000,280000,"Консультант по продажам, компенсационный консультант",BA(100%)+PM_cost(10%),2678,BA,3150,70686,141372,235620,100980,228019,428400,NO,5.8,38.0
C-044,Внедрение CRM-регламентов,consulting,Продажи и CRM-процессы,Регламенты CRM,Ежемесячная,12,24,40,40000,90000,180000,CRM-консультант / sales operations,BA(100%)+PM_cost(10%),2678,BA,3150,35343,70686,117810,50490,114010,225000,NO,21.5,38.0
C-045,Аудит качества сделок (deal review),consulting,Продажи и CRM-процессы,Deal review,Разовая,16,32,56,45000,100000,200000,Консультант по продажам,BA(100%)+PM_cost(10%),2678,BA,3150,47124,94248,164934,67320,152013,299880,NO,5.8,38.0
C-046,B2B sales enablement,consulting,Продажи и CRM-процессы,Sales enablement,Проектная,40,80,140,100000,220000,400000,"Sales enablement консультант, продукт-маркетолог, копирайтер",BA(44%)+CONTENT(56%)+PM_cost(10%),1780,BA,3150,78310,156619,274084,111871,252611,500000,NO,28.8,38.0
C-047,Внедрение OKR,consulting,Организационное развитие / OKR,OKR,Проектная,40,80,140,120000,250000,450000,"OKR-коуч / оргконсультант, фасилитатор",BA(100%)+PM_cost(10%),2678,BA,3150,117810,235620,412335,168300,380032,749700,NO,5.8,38.0
C-048,Стратегическая сессия,consulting,Организационное развитие / OKR,Стратессия / сессия,Разовая,16,32,56,80000,180000,350000,"Фасилитатор, стратег",STRATEGIST(100%)+PM_cost(10%),2465,STRATEGIST,2900,43384,86768,151844,72000,189000,437500,NO,51.8,54.1
C-049,Проектирование оргструктуры,consulting,Организационное развитие / OKR,Оргдизайн,Проектная,40,80,140,120000,260000,500000,"Оргдизайнер / HR-консультант, партнёр",BA(44%)+DESIGN(56%)+PM_cost(10%),1980,BA,3150,87127,174254,304945,124467,281055,625000,NO,33.0,38.0
C-050,Система KPI менеджмента,consulting,Организационное развитие / OKR,KPI,Проектная,36,72,120,100000,220000,400000,"Оргконсультант, бизнес-аналитик",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,90048,180096,300159,128640,290477,545744,NO,18.1,38.0
C-051,Change management сопровождение,consulting,Организационное развитие / OKR,Change management,Ежемесячная,20,40,70,90000,180000,350000,Change-менеджер / оргконсультант,BA(100%)+PM_cost(10%),2678,BA,3150,58905,117810,206168,84150,190016,437500,NO,34.5,38.0
C-052,Операционная модель (RACI и процессы управления),consulting,Организационное развитие / OKR,Operating model,Проектная,40,80,140,130000,280000,500000,"Оргконсультант, процессный консультант",BA(100%)+PM_cost(10%),2678,BA,3150,117810,235620,412335,168300,380032,749700,NO,15.8,38.0
C-053,Оценка digital-зрелости,consulting,Digital maturity / продуктовый консалтинг,Digital maturity,Разовая,24,48,80,70000,150000,280000,"Digital-консультант, бизнес-аналитик",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,60032,120064,200106,85760,193652,363829,NO,20.0,38.0
C-054,Фасилитация product discovery,consulting,Digital maturity / продуктовый консалтинг,Product discovery,Проектная,40,80,140,120000,250000,450000,"Product-консультант, фасилитатор, UX-исследователь (частично)",BA(52%)+UX(48%)+PM_cost(10%),2394,BA,3150,105343,210687,368702,150490,339818,670367,NO,15.7,38.0
C-055,Аудит продуктовой воронки,consulting,Digital maturity / продуктовый консалтинг,Product funnel,Разовая,20,40,72,60000,130000,250000,Product-аналитик / product-консультант,BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,50027,100053,180096,71467,161376,327447,NO,23.0,38.0
C-056,Roadmap продукта,consulting,Digital maturity / продуктовый консалтинг,Roadmap,Проектная,28,56,100,90000,200000,380000,"Product-консультант, фасилитатор",BA(100%)+PM_cost(10%),2678,BA,3150,82467,164934,294525,117810,266023,535500,NO,17.5,38.0
C-057,Jobs-to-be-done исследование,consulting,Digital maturity / продуктовый консалтинг,JTBD,Проектная,40,80,130,100000,220000,400000,"JTBD-исследователь, product-стратег",STRATEGIST(52%)+UX(48%)+PM_cost(10%),2283,STRATEGIST,2900,100446,200891,326449,143494,324018,593544,NO,8.7,38.0
C-058,Аудит продуктовой аналитики,consulting,Digital maturity / продуктовый консалтинг,Product analytics,Разовая,20,40,80,55000,120000,220000,"Product-аналитик, аналитик данных",ANALYTICS(100%)+PM_cost(10%),1904,ANALYTICS,2240,41888,83776,167552,59840,135123,304640,NO,30.2,38.0
C-059,MVP scoping / определение скоупа продукта,consulting,Digital maturity / продуктовый консалтинг,MVP scope,Проектная,24,48,90,80000,170000,320000,"Product-консультант, бизнес-аналитик",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,60032,120064,225120,85760,193652,409309,NO,29.4,38.0
C-060,Воркшоп по стратегии,consulting,Обучение и фасилитация,Воркшопы,Разовая,10,18,32,40000,90000,180000,Фасилитатор-стратег,STRATEGIST(100%)+PM_cost(10%),2465,STRATEGIST,2900,27115,48807,86768,38736,94500,225000,NO,45.8,48.4
C-061,Тренинг отдела продаж,consulting,Обучение и фасилитация,Тренинги продаж,Разовая,12,24,40,50000,120000,250000,Тренер продаж,BA(100%)+PM_cost(15%),2678,BA,3150,36950,73899,123165,52786,126000,312500,NO,38.4,41.3
C-062,Фасилитация стратегической сессии (расширенная),consulting,Обучение и фасилитация,Фасилитация,Разовая,20,40,70,100000,220000,350000,"Старший фасилитатор, стратег (поддержка)",STRATEGIST(100%)+PM_cost(10%),2465,STRATEGIST,2900,54230,108460,189805,90000,231000,437500,NO,50.7,53.0
C-063,Обучение маркетинговой команды,consulting,Обучение и фасилитация,Обучение маркетингу,Разовая,12,24,40,40000,100000,200000,Маркетинг-тренер / практикующий стратег,STRATEGIST(100%)+PM_cost(10%),2465,STRATEGIST,2900,32538,65076,108460,46483,105000,250000,NO,34.9,38.0
C-064,Тренинг по OKR и KPI,consulting,Обучение и фасилитация,OKR/KPI обучение,Разовая,8,16,28,40000,80000,150000,OKR-тренер / оргконсультант,BA(100%)+PM_cost(10%),2678,BA,3150,23562,47124,82467,36000,84000,187500,NO,41.1,43.9
C-065,Фасилитация team alignment,consulting,Обучение и фасилитация,Team alignment,Разовая,10,20,36,45000,100000,200000,"Фасилитатор, оргконсультант (при высоком конфликте)",BA(100%)+PM_cost(10%),2678,BA,3150,29453,58905,106029,42076,105000,250000,NO,41.1,43.9
N-001,AI SEO-аудит готовности сайта,marketing,AI SEO,Аудит,Разовая,12,24,48,40000,80000,150000,"SEO Senior, аналитик (опц.)",ANALYTICS(46%)+SEO(54%)+PM_cost(10%),1534,ANALYTICS,2240,20251,40502,81005,36000,84000,187500,NO,49.4,51.8
N-002,Оптимизация одной страницы под AI-ответы,marketing,AI SEO,On-page AI,Разовая,3,6,12,5000,12000,25000,"SEO, копирайтер",SEO(50%)+CONTENT(50%)+PM_cost(10%),1146,SEO,1432,3781,7562,15125,5401,12600,31250,NO,37.0,40.0
N-003,Блок FAQ / HowTo / TL;DR под ИИ,marketing,AI SEO,Структурированный контент,Разовая,4,8,16,8000,18000,40000,SEO-копирайтер,SEO(50%)+CONTENT(50%)+PM_cost(10%),1146,SEO,1432,5042,10083,20166,7203,18900,50000,NO,44.0,46.7
N-004,Упаковка E-E-A-T / экспертности авторов,marketing,AI SEO,Trust / authorship,Проектная,10,20,40,25000,55000,120000,"SEO, контент-стратег",STRATEGIST(28%)+SEO(36%)+CONTENT(36%)+PM_cost(10%),1518,STRATEGIST,2900,16697,33393,66787,23853,57750,150000,NO,39.3,42.2
N-005,AI-assisted контент-пайплайн,marketing,AI SEO,Производство контента,Проектная,16,32,60,40000,90000,180000,"контент-лид, SEO",SEO(50%)+CONTENT(50%)+PM_cost(10%),1146,SEO,1432,20166,40332,75623,36000,94500,225000,NO,55.2,57.3
N-006,Настройка доступа AI-краулеров,marketing,AI SEO,Техническое,Разовая,2,4,8,8000,15000,35000,"SEO, frontend/devops (опц.)",DEVOPS(33%)+FE(33%)+SEO(33%)+PM_cost(10%),1695,DEVOPS,2450,3729,7458,14915,7200,15750,43750,NO,50.3,52.6
N-007,Аудит сниппетов и прямых ответов,marketing,AI SEO,SERP features,Разовая,8,16,32,20000,45000,90000,SEO,SEO(100%)+PM_cost(10%),1217,SEO,1432,10711,21423,42845,18000,47250,112500,NO,52.4,54.7
N-008,Контент-карта тем под AI-спрос,marketing,AI SEO,Стратегия контента,Проектная,12,24,48,35000,70000,140000,"SEO-стратег, аналитик",STRATEGIST(30%)+ANALYTICS(32%)+SEO(38%)+PM_cost(10%),1811,STRATEGIST,2900,23904,47808,95616,34149,77110,175000,NO,31.7,38.0
N-009,GEO-аудит видимости в нейросетях,marketing,GEO,Аудит,Разовая,16,32,64,40000,90000,180000,"SEO/GEO-специалист, аналитик",ANALYTICS(46%)+SEO(54%)+PM_cost(10%),1534,ANALYTICS,2240,27002,54003,108007,38574,94500,225000,NO,40.0,42.9
N-010,Ежемесячный мониторинг цитируемости бренда,marketing,GEO,Мониторинг,Ежемесячная,8,16,30,25000,50000,100000,GEO/SEO,SEO(100%)+PM_cost(10%),1217,SEO,1432,10711,21423,40168,22500,52500,125000,NO,57.2,59.2
N-011,Настройка llms.txt,marketing,GEO,Техническое,Разовая,2,4,8,10000,20000,40000,"SEO, разработчик (опц.)",SEO(100%)+PM_cost(10%),1217,SEO,1432,2678,5356,10711,9000,21000,50000,NO,73.2,74.5
N-012,Schema-пакет под LLM,marketing,GEO,Разметка,Разовая,6,12,24,15000,35000,70000,"SEO, frontend",FE(50%)+SEO(50%)+PM_cost(10%),1501,FE,2100,9907,19815,39629,14153,36750,87500,NO,43.4,46.1
N-013,Переписывание материала под цитируемость,marketing,GEO,Контент,Разовая,4,8,16,8000,18000,40000,SEO-копирайтер,SEO(50%)+CONTENT(50%)+PM_cost(10%),1146,SEO,1432,5042,10083,20166,7203,18900,50000,NO,44.0,46.7
N-014,План наращивания авторитетности источников,marketing,GEO,Стратегия / Digital PR,Проектная,10,20,40,30000,70000,150000,"GEO-стратег, PR",STRATEGIST(100%)+PM_cost(10%),2465,STRATEGIST,2900,27115,54230,108460,38736,87468,197200,NO,22.5,38.0
N-015,GEO-сопровождение (страницы/мес),marketing,GEO,Ведение,Ежемесячная,15,35,70,60000,120000,250000,"GEO/SEO, копирайтер",SEO(50%)+CONTENT(50%)+PM_cost(10%),1146,SEO,1432,18906,44113,88227,54000,126000,312500,NO,63.2,65.0
N-016,Gap-анализ промптов vs конкуренты,marketing,GEO,Research,Разовая,10,20,40,30000,60000,120000,GEO-аналитик,ANALYTICS(100%)+PM_cost(10%),1904,ANALYTICS,2240,20944,41888,83776,29920,67561,152320,NO,30.2,38.0
N-017,Аудит негатива бренда в ответах ИИ,marketing,GEO,Репутация в LLM,Разовая,12,24,48,35000,75000,150000,"SERM, GEO",SERM(100%)+PM_cost(10%),1217,SERM,1432,16067,32134,64268,31500,78750,187500,NO,57.2,59.2
N-018,GEO technical baseline (пакет),marketing,GEO,Техпакет,Проектная,8,16,32,25000,50000,100000,"SEO, frontend",FE(50%)+SEO(50%)+PM_cost(10%),1501,FE,2100,13210,26419,52839,22500,52500,125000,NO,47.2,49.7
N-019,Сборка медиалиста,marketing,PR,Research,Разовая,6,12,24,15000,35000,70000,PR-менеджер,BA(100%)+PM_cost(15%),2678,BA,3150,18475,36950,73899,26393,59597,134362,YES,-5.6,38.0
N-020,Написание пресс-релиза,marketing,PR,Контент,Разовая,3,6,12,8000,18000,40000,PR-копирайтер,CONTENT(100%)+PM_cost(10%),1074,CONTENT,1264,3546,7091,14182,7200,18900,50000,NO,60.6,62.5
N-021,Питчинг / работа по размещениям,marketing,PR,Outreach,Проектная / Ежемесячная,10,20,40,25000,55000,120000,PR,BA(100%)+PM_cost(15%),2678,BA,3150,30791,61582,123165,43987,99326,223936,YES,-12.0,38.0
N-022,Экспертный комментарий (пакет),marketing,PR,Thought leadership,Разовая,2,4,8,10000,25000,50000,"PR, эксперт клиента",BA(100%)+PM_cost(15%),2678,BA,3150,6158,12316,24633,9000,26250,62500,NO,50.7,53.1
